reward_pointer,reward_position,surprise_pointer,surprise_position,steps_after_reward,anchor_pointer,anchor_position,hash_key,env,score_context_start,score,abs_td_error,value_previous,value,value_next,value_diff,z_td,z_value_signal,reward_at_surprise
20452,20452,20452,20452,0,20450,20450,539,0,20390,0.15608488023281097,0.9874454736709595,0.46962225437164307,0.07237756252288818,0.06073403358459473,-0.3972446918487549,7.2716498374938965,-3.8305869102478027,1.0
50534,50534,50535,50535,1,50533,50533,308,0,50473,0.15480084717273712,0.076973095536232,0.07834446430206299,0.10738611221313477,0.03087615966796875,0.029041647911071777,0.18325580656528473,0.2831760346889496,0.0
49581,49581,49582,49582,1,49580,49580,643,0,49520,0.15370067954063416,0.07701683044433594,0.10105705261230469,0.12872135639190674,0.05249190330505371,0.02766430377960205,0.18359629809856415,0.2698843479156494,0.0
38839,38839,38842,38842,3,38840,38840,114,0,38780,0.15276314318180084,0.07419931143522263,0.15163946151733398,0.19825851917266846,0.12594842910766602,0.04661905765533447,0.16166077554225922,0.4528021812438965,0.0
9504,9504,9507,9507,3,9505,9505,984,0,9445,0.15084482729434967,0.08041562139987946,0.3179030418395996,0.3227118253707886,0.2459859848022461,0.004808783531188965,0.21005725860595703,0.049323223531246185,0.0
48635,48635,48638,48638,3,48636,48636,891,0,48576,0.14651726186275482,0.07230760157108307,0.09030640125274658,0.14563429355621338,0.07444334030151367,0.0553278923034668,0.14693304896354675,0.5368444919586182,0.0
49354,49354,49357,49357,3,49355,49355,620,0,49295,0.1455799788236618,0.07976730912923813,0.0914618968963623,0.09464621543884277,0.015105485916137695,0.0031843185424804688,0.20500987768173218,0.033646758645772934,0.0
30058,30058,30060,30060,2,30058,30058,986,0,29998,0.1333402395248413,0.07839734852313995,0.08734774589538574,0.08558046817779541,0.16647493839263916,-0.001767277717590332,0.1943441927433014,-0.014137305319309235,0.0
43076,43076,43076,43076,0,43074,43074,298,0,43014,0.12805794179439545,0.7065925598144531,0.6778601408004761,0.2973630428314209,0.004015803337097168,-0.3804970979690552,5.085096836090088,-3.668968677520752,1.0
42188,42188,42188,42188,0,42186,42186,492,0,42126,0.11705583333969116,0.9275720119476318,0.5420331954956055,0.12161421775817871,0.049935221672058105,-0.42041897773742676,6.805510997772217,-4.054224491119385,1.0
49739,49739,49739,49739,0,49737,49737,189,0,49677,0.10890562832355499,0.722022533416748,0.7677923440933228,0.3678668737411499,0.09125828742980957,-0.39992547035217285,5.205225467681885,-3.856457233428955,1.0
28558,28558,28558,28558,0,28556,28556,726,0,28496,0.10831593722105026,0.2295389175415039,1.2440366744995117,0.9848273992538452,0.21763074398040771,-0.2592092752456665,1.3710421323776245,-2.4985127449035645,1.0
9582,9582,9583,9583,1,9581,9581,61,0,9521,0.10524733364582062,0.21386460959911346,0.5442432165145874,0.2919919490814209,0.07931709289550781,-0.2522512674331665,1.2490113973617554,-2.431366443634033,0.0
